date,city,usd_sos_rate,daily_change_percent,market_type,source
2025-06-04,Galkayo,646.03,-0.018,mixed,Black Market
2025-06-05,Galkayo,645.17,-0.015,mixed,Black Market
2025-06-06,Galkayo,640.9,-0.562,mixed,Black Market
2025-06-07,Galkayo,641.14,0.05,mixed,Black Market
2025-06-08,Galkayo,638.97,-0.239,mixed,Black Market
2025-06-09,Galkayo,640.44,0.121,mixed,Black Market
2025-06-10,Galkayo,642.81,0.594,mixed,Black Market
2025-06-11,Galkayo,643.04,-0.009,mixed,Black Market
2025-06-12,Galkayo,639.95,-0.292,mixed,Black Market
2025-06-13,Galkayo,640.23,0.193,mixed,Black Market
2025-06-14,Galkayo,638.05,-0.157,mixed,Black Market
2025-06-15,Galkayo,639.4,0.239,mixed,Black Market
2025-06-16,Galkayo,639.81,0.055,mixed,Black Market
2025-06-17,Galkayo,638.35,-0.363,mixed,Black Market
2025-06-18,Galkayo,639.1,0.11,mixed,Black Market
2025-06-19,Galkayo,636.69,-0.183,mixed,Black Market
2025-06-20,Galkayo,634.89,-0.287,mixed,Black Market
2025-06-21,Galkayo,635.45,-0.12,mixed,Black Market
2025-06-22,Galkayo,634.71,-0.001,mixed,Black Market
2025-06-23,Galkayo,634.74,-0.092,mixed,Black Market
2025-06-24,Galkayo,633.75,-0.324,mixed,Black Market
2025-06-25,Galkayo,648.99,2.387,mixed,Black Market
2025-06-26,Galkayo,648.86,-0.012,mixed,Black Market
2025-06-27,Galkayo,645.53,-0.561,mixed,Black Market
2025-06-28,Galkayo,646.8,0.197,mixed,Black Market
2025-06-29,Galkayo,647.16,-0.163,mixed,Black Market
2025-06-30,Galkayo,650.0,0.402,mixed,Black Market
2025-07-01,Galkayo,650.0,0.264,mixed,Black Market
2025-07-02,Galkayo,644.05,-0.646,mixed,Black Market
2025-07-03,Galkayo,645.7,0.169,mixed,Black Market
2025-07-04,Galkayo,644.8,-0.062,mixed,Black Market
2025-07-05,Galkayo,648.44,0.663,mixed,Black Market
2025-07-06,Galkayo,647.2,-0.039,mixed,Black Market
2025-07-07,Galkayo,647.33,-0.042,mixed,Black Market
2025-07-08,Galkayo,644.38,-0.49,mixed,Black Market
2025-07-09,Galkayo,643.15,-0.044,mixed,Black Market
2025-07-10,Galkayo,643.66,0.083,mixed,Black Market
2025-07-11,Galkayo,643.0,-0.144,mixed,Black Market
2025-07-12,Galkayo,643.91,0.183,mixed,Black Market
2025-07-13,Galkayo,647.64,0.723,mixed,Black Market
2025-07-14,Galkayo,647.16,-0.154,mixed,Black Market
2025-07-15,Galkayo,648.67,0.045,mixed,Black Market
2025-07-16,Galkayo,649.11,0.026,mixed,Black Market
2025-07-17,Galkayo,646.06,-0.482,mixed,Black Market
2025-07-18,Galkayo,647.7,-0.028,mixed,Black Market
2025-07-19,Galkayo,642.55,-0.844,mixed,Black Market
2025-07-20,Galkayo,644.66,0.337,mixed,Black Market
2025-07-21,Galkayo,642.13,-0.518,mixed,Black Market
2025-07-22,Galkayo,640.73,-0.214,mixed,Black Market
2025-07-23,Galkayo,637.91,-0.373,mixed,Black Market
2025-07-24,Galkayo,640.95,0.484,mixed,Black Market
2025-07-25,Galkayo,640.82,-0.05,mixed,Black Market
2025-07-26,Galkayo,641.36,0.105,mixed,Black Market
2025-07-27,Galkayo,641.68,0.052,mixed,Black Market
2025-07-28,Galkayo,645.79,0.578,mixed,Black Market
2025-07-29,Galkayo,645.03,-0.207,mixed,Black Market
2025-07-30,Galkayo,644.95,0.085,mixed,Black Market
2025-07-31,Galkayo,645.71,0.158,mixed,Black Market
2025-08-01,Galkayo,642.83,-0.613,mixed,Black Market
2025-08-02,Galkayo,639.02,-0.363,mixed,Black Market
2025-08-03,Galkayo,635.66,-0.326,mixed,Black Market
2025-08-04,Galkayo,637.67,0.233,mixed,Black Market
2025-08-05,Galkayo,637.97,-0.127,mixed,Black Market
2025-08-06,Galkayo,634.44,-0.562,mixed,Black Market
2025-08-07,Galkayo,633.09,-0.16,mixed,Black Market
2025-08-08,Galkayo,633.97,0.047,mixed,Black Market
2025-08-09,Galkayo,632.47,-0.237,mixed,Black Market
2025-08-10,Galkayo,632.04,-0.058,mixed,Black Market
2025-08-11,Galkayo,629.86,-0.24,mixed,Black Market
2025-08-12,Galkayo,630.09,-0.099,mixed,Black Market
2025-08-13,Galkayo,627.44,-0.343,mixed,Black Market
2025-08-14,Galkayo,625.36,-0.505,mixed,Black Market
2025-08-15,Galkayo,626.07,0.252,mixed,Black Market
2025-08-16,Galkayo,629.08,0.709,mixed,Black Market
2025-08-17,Galkayo,629.94,0.204,mixed,Black Market
2025-08-18,Galkayo,630.48,-0.18,mixed,Black Market
2025-08-19,Galkayo,628.09,-0.395,mixed,Black Market
2025-08-20,Galkayo,630.72,0.509,mixed,Black Market
2025-08-21,Galkayo,630.5,-0.166,mixed,Black Market
2025-08-22,Galkayo,632.79,0.192,mixed,Black Market
2025-08-23,Galkayo,628.96,-0.486,mixed,Black Market
2025-08-24,Galkayo,630.65,0.39,mixed,Black Market
2025-08-25,Galkayo,629.08,-0.138,mixed,Black Market
2025-08-26,Galkayo,627.76,0.115,mixed,Black Market
2025-08-27,Galkayo,626.82,-0.228,mixed,Black Market
2025-08-28,Galkayo,623.39,-0.411,mixed,Black Market
2025-08-29,Galkayo,623.45,-0.151,mixed,Black Market
2025-08-30,Galkayo,624.41,0.097,mixed,Black Market
2025-08-31,Galkayo,625.95,0.165,mixed,Black Market
2025-09-01,Galkayo,624.43,-0.227,mixed,Black Market
2025-09-02,Galkayo,624.24,-0.014,mixed,Black Market
2025-09-03,Galkayo,625.51,0.358,mixed,Black Market
2025-09-04,Galkayo,627.14,0.285,mixed,Black Market
2025-09-05,Galkayo,628.09,0.107,mixed,Black Market
2025-09-06,Galkayo,625.06,-0.335,mixed,Black Market
2025-09-07,Galkayo,624.89,-0.156,mixed,Black Market
2025-09-08,Galkayo,623.76,-0.029,mixed,Black Market
2025-09-09,Galkayo,622.24,-0.164,mixed,Black Market
2025-09-10,Galkayo,625.08,0.277,mixed,Black Market
2025-09-11,Galkayo,624.57,-0.211,mixed,Black Market
2025-09-12,Galkayo,622.76,-0.267,mixed,Black Market
2025-09-13,Galkayo,624.48,0.327,mixed,Black Market
2025-09-14,Galkayo,627.52,0.547,mixed,Black Market
2025-09-15,Galkayo,629.3,0.404,mixed,Black Market
2025-09-16,Galkayo,633.5,0.469,mixed,Black Market
2025-09-17,Galkayo,635.19,0.308,mixed,Black Market
2025-09-18,Galkayo,635.22,-0.101,mixed,Black Market
2025-09-19,Galkayo,633.02,-0.521,mixed,Black Market
2025-09-20,Galkayo,636.11,0.59,mixed,Black Market
2025-09-21,Galkayo,634.05,-0.154,mixed,Black Market
2025-09-22,Galkayo,637.42,0.29,mixed,Black Market
2025-09-23,Galkayo,638.47,0.14,mixed,Black Market
2025-09-24,Galkayo,637.81,-0.051,mixed,Black Market
2025-09-25,Galkayo,643.99,0.615,mixed,Black Market
2025-09-26,Galkayo,640.88,-0.377,mixed,Black Market
2025-09-27,Galkayo,646.71,0.672,mixed,Black Market
2025-09-28,Galkayo,649.5,0.313,mixed,Black Market
2025-09-29,Galkayo,650.0,0.278,mixed,Black Market
2025-09-30,Galkayo,646.84,-0.385,mixed,Black Market
2025-10-01,Galkayo,645.93,-0.075,mixed,Black Market
2025-10-02,Galkayo,645.81,0.211,mixed,Black Market
2025-10-03,Galkayo,643.05,-0.303,mixed,Black Market
2025-10-04,Galkayo,643.08,-0.01,mixed,Black Market
2025-10-05,Galkayo,646.24,0.456,mixed,Black Market
2025-10-06,Galkayo,647.23,-0.037,mixed,Black Market
2025-10-07,Galkayo,650.0,0.361,mixed,Black Market
2025-10-08,Galkayo,650.0,0.166,mixed,Black Market
2025-10-09,Galkayo,647.83,-0.414,mixed,Black Market
2025-10-10,Galkayo,648.33,0.115,mixed,Black Market
2025-10-11,Galkayo,646.74,-0.33,mixed,Black Market
2025-10-12,Galkayo,643.35,-0.561,mixed,Black Market
2025-10-13,Galkayo,644.51,0.255,mixed,Black Market
2025-10-14,Galkayo,644.6,0.007,mixed,Black Market
2025-10-15,Galkayo,643.69,-0.063,mixed,Black Market
2025-10-16,Galkayo,641.98,-0.338,mixed,Black Market
2025-10-17,Galkayo,642.16,0.219,mixed,Black Market
2025-10-18,Galkayo,639.61,-0.31,mixed,Black Market
2025-10-19,Galkayo,634.79,-0.605,mixed,Black Market
2025-10-20,Galkayo,638.52,0.45,mixed,Black Market
2025-10-21,Galkayo,638.72,-0.013,mixed,Black Market
2025-10-22,Galkayo,634.44,-0.6,mixed,Black Market
2025-10-23,Galkayo,636.93,0.418,mixed,Black Market
2025-10-24,Galkayo,639.07,0.309,mixed,Black Market
2025-10-25,Galkayo,639.64,0.176,mixed,Black Market
2025-10-26,Galkayo,637.71,-0.146,mixed,Black Market
2025-10-27,Galkayo,639.1,0.095,mixed,Black Market
2025-10-28,Galkayo,640.37,0.193,mixed,Black Market
2025-10-29,Galkayo,638.97,-0.074,mixed,Black Market
2025-10-30,Galkayo,637.94,-0.188,mixed,Black Market
2025-10-31,Galkayo,639.12,0.188,mixed,Black Market
2025-11-01,Galkayo,635.11,-0.703,mixed,Black Market
2025-11-02,Galkayo,634.05,0.02,mixed,Black Market
2025-11-03,Galkayo,632.16,-0.231,mixed,Black Market
2025-11-04,Galkayo,630.77,-0.22,mixed,Black Market
2025-11-05,Galkayo,631.45,0.022,mixed,Black Market
2025-11-06,Galkayo,630.84,-0.118,mixed,Black Market
2025-11-07,Galkayo,633.43,0.243,mixed,Black Market
2025-11-08,Galkayo,633.55,0.078,mixed,Black Market
2025-11-09,Galkayo,634.34,0.148,mixed,Black Market
2025-11-10,Galkayo,632.87,-0.226,mixed,Black Market
2025-11-11,Galkayo,633.91,0.278,mixed,Black Market
2025-11-12,Galkayo,633.37,-0.028,mixed,Black Market
2025-11-13,Galkayo,632.67,-0.255,mixed,Black Market
2025-11-14,Galkayo,631.12,-0.057,mixed,Black Market
2025-11-15,Galkayo,633.96,0.487,mixed,Black Market
2025-11-16,Galkayo,635.57,0.25,mixed,Black Market
2025-11-17,Galkayo,635.63,0.193,mixed,Black Market
2025-11-18,Galkayo,635.45,0.041,mixed,Black Market
2025-11-19,Galkayo,637.49,0.24,mixed,Black Market
2025-11-20,Galkayo,636.52,-0.26,mixed,Black Market
2025-11-21,Galkayo,634.63,-0.212,mixed,Black Market
2025-11-22,Galkayo,635.35,0.044,mixed,Black Market
2025-11-23,Galkayo,639.26,0.42,mixed,Black Market
2025-11-24,Galkayo,639.23,0.131,mixed,Black Market
2025-11-25,Galkayo,638.99,0.012,mixed,Black Market
2025-11-26,Galkayo,639.49,0.091,mixed,Black Market
2025-11-27,Galkayo,638.67,-0.171,mixed,Black Market
2025-11-28,Galkayo,643.75,0.602,mixed,Black Market
2025-11-29,Galkayo,647.98,0.433,mixed,Black Market
2025-11-30,Galkayo,644.76,-0.462,mixed,Black Market
2025-12-01,Galkayo,647.3,0.491,mixed,Black Market
2025-12-02,Galkayo,644.75,-0.456,mixed,Black Market
2025-12-03,Galkayo,648.09,0.451,mixed,Black Market
2025-12-04,Galkayo,646.49,-0.268,mixed,Black Market
2025-12-05,Galkayo,646.25,0.013,mixed,Black Market
2025-12-06,Galkayo,646.8,0.055,mixed,Black Market
2025-12-07,Galkayo,649.82,0.154,mixed,Black Market
2025-12-08,Galkayo,646.61,-0.195,mixed,Black Market
2025-12-09,Galkayo,647.49,0.049,mixed,Black Market
2025-12-10,Galkayo,648.57,0.021,mixed,Black Market
2025-12-11,Galkayo,648.71,-0.242,mixed,Black Market
2025-12-12,Galkayo,648.74,0.033,mixed,Black Market
2025-12-13,Galkayo,650.0,0.279,mixed,Black Market
2025-12-14,Galkayo,648.19,-0.26,mixed,Black Market
2025-12-15,Galkayo,650.0,0.584,mixed,Black Market
2025-12-16,Galkayo,649.42,-0.139,mixed,Black Market
2025-12-17,Galkayo,650.0,-0.059,mixed,Black Market
2025-12-18,Galkayo,649.51,0.047,mixed,Black Market
2025-12-19,Galkayo,650.0,0.666,mixed,Black Market
2025-12-20,Galkayo,648.85,-0.285,mixed,Black Market
2025-12-21,Galkayo,650.0,0.596,mixed,Black Market
2025-12-22,Galkayo,650.0,0.241,mixed,Black Market
2025-12-23,Galkayo,650.0,0.15,mixed,Black Market
2025-12-24,Galkayo,648.08,-0.129,mixed,Black Market
2025-12-25,Galkayo,646.18,-0.133,mixed,Black Market
2025-12-26,Galkayo,645.62,-0.23,mixed,Black Market
2025-12-27,Galkayo,646.11,-0.194,mixed,Black Market
2025-12-28,Galkayo,642.84,-0.443,mixed,Black Market
2025-12-29,Galkayo,649.27,0.703,mixed,Black Market
2025-12-30,Galkayo,650.0,0.423,mixed,Black Market
2025-12-31,Galkayo,650.0,-0.03,mixed,Black Market
2026-01-01,Galkayo,650.0,0.148,mixed,Black Market
2026-01-02,Galkayo,649.53,0.049,mixed,Black Market
2026-01-03,Galkayo,650.0,0.608,mixed,Black Market
2026-01-04,Galkayo,650.0,0.092,mixed,Black Market
2026-01-05,Galkayo,648.88,-0.118,mixed,Black Market
2026-01-06,Galkayo,648.29,-0.006,mixed,Black Market
2026-01-07,Galkayo,650.0,0.488,mixed,Black Market
2026-01-08,Galkayo,648.44,-0.152,mixed,Black Market
2026-01-09,Galkayo,648.14,0.046,mixed,Black Market
2026-01-10,Galkayo,647.33,-0.042,mixed,Black Market
2026-01-11,Galkayo,647.07,0.21,mixed,Black Market
2026-01-12,Galkayo,649.44,0.416,mixed,Black Market
2026-01-13,Galkayo,650.0,0.037,mixed,Black Market
2026-01-14,Galkayo,650.0,0.121,mixed,Black Market
2026-01-15,Galkayo,650.0,0.331,mixed,Black Market
2026-01-16,Galkayo,650.0,0.852,mixed,Black Market
2026-01-17,Galkayo,647.19,-0.453,mixed,Black Market
2026-01-18,Galkayo,650.0,0.515,mixed,Black Market
2026-01-19,Galkayo,650.0,-0.036,mixed,Black Market
2026-01-20,Galkayo,647.09,-0.255,mixed,Black Market
2026-01-21,Galkayo,645.72,-0.253,mixed,Black Market
2026-01-22,Galkayo,648.6,0.183,mixed,Black Market
2026-01-23,Galkayo,647.11,-0.086,mixed,Black Market
2026-01-24,Galkayo,648.33,0.105,mixed,Black Market
2026-01-25,Galkayo,646.68,-0.353,mixed,Black Market
2026-01-26,Galkayo,647.34,0.187,mixed,Black Market
2026-01-27,Galkayo,650.0,0.493,mixed,Black Market
2026-01-28,Galkayo,650.0,0.64,mixed,Black Market
2026-01-29,Galkayo,649.45,-0.204,mixed,Black Market
2026-01-30,Galkayo,650.0,0.592,mixed,Black Market
2026-01-31,Galkayo,650.0,0.245,mixed,Black Market
2026-02-01,Galkayo,648.95,-0.11,mixed,Black Market
2026-02-02,Galkayo,647.74,-0.296,mixed,Black Market
2026-02-03,Galkayo,650.0,0.375,mixed,Black Market
2026-02-04,Galkayo,649.53,-0.142,mixed,Black Market
2026-02-05,Galkayo,650.0,0.362,mixed,Black Market
2026-02-06,Galkayo,650.0,0.057,mixed,Black Market
2026-02-07,Galkayo,648.58,-0.316,mixed,Black Market
2026-02-08,Galkayo,650.0,0.648,mixed,Black Market
2026-02-09,Galkayo,650.0,0.194,mixed,Black Market
2026-02-10,Galkayo,650.0,0.172,mixed,Black Market
2026-02-11,Galkayo,647.8,-0.273,mixed,Black Market
2026-02-12,Galkayo,646.54,-0.054,mixed,Black Market
2026-02-13,Galkayo,646.27,-0.023,mixed,Black Market
2026-02-14,Galkayo,642.84,-0.461,mixed,Black Market
2026-02-15,Galkayo,644.22,0.293,mixed,Black Market
2026-02-16,Galkayo,643.64,-0.204,mixed,Black Market
2026-02-17,Galkayo,645.06,0.207,mixed,Black Market
2026-02-18,Galkayo,647.39,0.27,mixed,Black Market
2026-02-19,Galkayo,645.47,-0.22,mixed,Black Market
2026-02-20,Galkayo,644.31,-0.271,mixed,Black Market
2026-02-21,Galkayo,641.77,-0.371,mixed,Black Market
2026-02-22,Galkayo,640.53,-0.157,mixed,Black Market
2026-02-23,Galkayo,639.54,-0.169,mixed,Black Market
2026-02-24,Galkayo,640.13,0.159,mixed,Black Market
2026-02-25,Galkayo,641.51,0.299,mixed,Black Market
2026-02-26,Galkayo,639.94,-0.097,mixed,Black Market
2026-02-27,Galkayo,639.87,0.029,mixed,Black Market
2026-02-28,Galkayo,642.83,0.273,mixed,Black Market
2026-03-01,Galkayo,638.7,-0.723,mixed,Black Market
2026-03-02,Galkayo,637.29,-0.242,mixed,Black Market
2026-03-03,Galkayo,636.52,-0.313,mixed,Black Market
2026-03-04,Galkayo,636.18,-0.1,mixed,Black Market
2026-03-05,Galkayo,639.22,0.537,mixed,Black Market
2026-03-06,Galkayo,634.3,-0.787,mixed,Black Market
2026-03-07,Galkayo,632.1,-0.237,mixed,Black Market
2026-03-08,Galkayo,632.75,0.15,mixed,Black Market
2026-03-09,Galkayo,633.58,0.079,mixed,Black Market
2026-03-10,Galkayo,634.19,0.184,mixed,Black Market
2026-03-11,Galkayo,634.63,0.03,mixed,Black Market
2026-03-12,Galkayo,635.07,0.096,mixed,Black Market
2026-03-13,Galkayo,636.02,0.112,mixed,Black Market
2026-03-14,Galkayo,637.85,0.452,mixed,Black Market
2026-03-15,Galkayo,636.38,-0.02,mixed,Black Market
2026-03-16,Galkayo,637.58,0.192,mixed,Black Market
2026-03-17,Galkayo,639.39,0.351,mixed,Black Market
2026-03-18,Galkayo,639.98,0.047,mixed,Black Market
2026-03-19,Galkayo,640.36,-0.01,mixed,Black Market
2026-03-20,Galkayo,644.13,0.647,mixed,Black Market
2026-03-21,Galkayo,642.03,-0.122,mixed,Black Market
2026-03-22,Galkayo,642.55,0.164,mixed,Black Market
2026-03-23,Galkayo,641.08,-0.361,mixed,Black Market
2026-03-24,Galkayo,643.64,0.529,mixed,Black Market
2026-03-25,Galkayo,646.02,0.209,mixed,Black Market
2026-03-26,Galkayo,644.86,-0.18,mixed,Black Market
2026-03-27,Galkayo,647.05,0.375,mixed,Black Market
2026-03-28,Galkayo,649.28,0.313,mixed,Black Market
2026-03-29,Galkayo,650.0,0.238,mixed,Black Market
2026-03-30,Galkayo,649.56,-0.037,mixed,Black Market
2026-03-31,Galkayo,650.0,0.642,mixed,Black Market
2026-04-01,Galkayo,650.0,0.281,mixed,Black Market
2026-04-02,Galkayo,649.54,0.005,mixed,Black Market
2026-04-03,Galkayo,650.0,0.266,mixed,Black Market
2026-04-04,Galkayo,648.86,-0.316,mixed,Black Market
2026-04-05,Galkayo,650.0,0.382,mixed,Black Market
2026-04-06,Galkayo,650.0,0.255,mixed,Black Market
2026-04-07,Galkayo,650.0,0.194,mixed,Black Market
2026-04-08,Galkayo,650.0,-0.009,mixed,Black Market
2026-04-09,Galkayo,650.0,-0.093,mixed,Black Market
2026-04-10,Galkayo,644.33,-0.607,mixed,Black Market
2026-04-11,Galkayo,645.66,0.203,mixed,Black Market
2026-04-12,Galkayo,644.7,0.081,mixed,Black Market
2026-04-13,Galkayo,648.44,0.344,mixed,Black Market
2026-04-14,Galkayo,648.14,-0.02,mixed,Black Market
2026-04-15,Galkayo,649.27,0.206,mixed,Black Market
2026-04-16,Galkayo,648.66,-0.006,mixed,Black Market
2026-04-17,Galkayo,650.0,0.227,mixed,Black Market
2026-04-18,Galkayo,648.99,-0.082,mixed,Black Market
2026-04-19,Galkayo,647.6,-0.041,mixed,Black Market
2026-04-20,Galkayo,645.99,-0.152,mixed,Black Market
2026-04-21,Galkayo,647.69,0.317,mixed,Black Market
2026-04-22,Galkayo,647.54,0.081,mixed,Black Market
2026-04-23,Galkayo,645.64,-0.223,mixed,Black Market
2026-04-24,Galkayo,649.57,0.344,mixed,Black Market
2026-04-25,Galkayo,649.68,-0.005,mixed,Black Market
2026-04-26,Galkayo,649.32,0.07,mixed,Black Market
2026-04-27,Galkayo,650.0,0.19,mixed,Black Market
2026-04-28,Galkayo,647.62,0.003,mixed,Black Market
2026-04-29,Galkayo,649.25,0.297,mixed,Black Market
2026-04-30,Galkayo,647.92,0.164,mixed,Black Market
2026-05-01,Galkayo,645.49,-0.162,mixed,Black Market
2026-05-02,Galkayo,648.24,0.331,mixed,Black Market
2026-05-03,Galkayo,647.91,-0.14,mixed,Black Market
2026-05-04,Galkayo,645.37,-0.147,mixed,Black Market
2026-05-05,Galkayo,646.77,0.164,mixed,Black Market
2026-05-06,Galkayo,644.19,-0.489,mixed,Black Market
2026-05-07,Galkayo,642.91,-0.255,mixed,Black Market
2026-05-08,Galkayo,645.59,0.347,mixed,Black Market
2026-05-09,Galkayo,647.03,0.141,mixed,Black Market
2026-05-10,Galkayo,649.81,0.5,mixed,Black Market
2026-05-11,Galkayo,650.0,0.375,mixed,Black Market
2026-05-12,Galkayo,649.49,0.052,mixed,Black Market
2026-05-13,Galkayo,649.14,-0.049,mixed,Black Market
2026-05-14,Galkayo,650.0,0.177,mixed,Black Market
2026-05-15,Galkayo,646.12,-0.563,mixed,Black Market
2026-05-16,Galkayo,647.38,0.215,mixed,Black Market
2026-05-17,Galkayo,649.5,0.267,mixed,Black Market
2026-05-18,Galkayo,648.67,0.042,mixed,Black Market
2024-01-01,Berbera,577.85,-0.371,official,Central Bank
2024-01-02,Berbera,577.04,0.012,official,Central Bank
2024-01-03,Berbera,577.28,0.018,official,Central Bank
2024-01-04,Berbera,575.94,-0.178,official,Central Bank
2024-01-05,Berbera,579.11,0.313,official,Central Bank
2024-01-06,Berbera,581.58,0.235,official,Central Bank
2024-01-07,Berbera,578.87,-0.577,official,Central Bank
2024-01-08,Berbera,579.28,0.192,official,Central Bank
2024-01-09,Berbera,577.99,-0.161,official,Central Bank
2024-01-10,Berbera,577.89,-0.051,official,Central Bank
2024-01-11,Berbera,575.22,-0.22,official,Central Bank
2024-01-12,Berbera,575.02,-0.071,official,Central Bank
2024-01-13,Berbera,572.68,-0.416,official,Central Bank
2024-01-14,Berbera,575.61,0.373,official,Central Bank
2024-01-15,Berbera,578.18,0.148,official,Central Bank
2024-01-16,Berbera,582.42,0.584,official,Central Bank
2024-01-17,Berbera,580.11,-0.149,official,Central Bank
2024-01-18,Berbera,579.99,-0.211,official,Central Bank
2024-01-19,Berbera,577.8,-0.275,official,Central Bank
2024-01-20,Berbera,581.25,0.637,official,Central Bank
2024-01-21,Berbera,583.3,0.292,official,Central Bank
2024-01-22,Berbera,585.06,0.079,official,Central Bank
2024-01-23,Berbera,586.38,0.268,official,Central Bank
2024-01-24,Berbera,583.98,-0.595,official,Central Bank
2024-01-25,Berbera,581.49,-0.526,official,Central Bank
2024-01-26,Berbera,577.04,-0.602,official,Central Bank
2024-01-27,Berbera,573.68,-0.643,official,Central Bank
2024-01-28,Berbera,570.72,-0.242,official,Central Bank
2024-01-29,Berbera,570.94,0.001,official,Central Bank
2024-01-30,Berbera,573.2,0.378,official,Central Bank
2024-01-31,Berbera,572.05,-0.267,official,Central Bank
2024-02-01,Berbera,574.15,0.141,official,Central Bank
2024-02-02,Berbera,571.58,-0.326,official,Central Bank
2024-02-03,Berbera,573.12,0.328,official,Central Bank
2024-02-04,Berbera,579.56,0.971,official,Central Bank
2024-02-05,Berbera,580.47,0.244,official,Central Bank
2024-02-06,Berbera,584.85,0.785,official,Central Bank
2024-02-07,Berbera,590.68,0.897,official,Central Bank
2024-02-08,Berbera,588.27,-0.263,official,Central Bank
2024-02-09,Berbera,587.52,-0.107,official,Central Bank
2024-02-10,Berbera,587.28,-0.044,official,Central Bank
2024-02-11,Berbera,586.4,-0.111,official,Central Bank
2024-02-12,Berbera,585.91,-0.12,official,Central Bank
2024-02-13,Berbera,589.67,0.541,official,Central Bank
2024-02-14,Berbera,589.32,0.097,official,Central Bank
2024-02-15,Berbera,590.35,0.465,official,Central Bank
2024-02-16,Berbera,592.41,0.22,official,Central Bank
2024-02-17,Berbera,590.78,-0.028,official,Central Bank
2024-02-18,Berbera,589.27,-0.298,official,Central Bank
2024-02-19,Berbera,589.29,0.07,official,Central Bank
2024-02-20,Berbera,591.38,0.311,official,Central Bank
2024-02-21,Berbera,592.04,0.114,official,Central Bank
2024-02-22,Berbera,591.77,0.014,official,Central Bank
2024-02-23,Berbera,597.77,0.987,official,Central Bank
2024-02-24,Berbera,601.22,0.525,official,Central Bank
2024-02-25,Berbera,597.7,-0.482,official,Central Bank
2024-02-26,Berbera,599.33,0.215,official,Central Bank
2024-02-27,Berbera,598.5,0.04,official,Central Bank
2024-02-28,Berbera,599.17,0.128,official,Central Bank
2024-02-29,Berbera,597.33,-0.029,official,Central Bank
2024-03-01,Berbera,601.01,0.508,official,Central Bank
2024-03-02,Berbera,601.33,-0.257,official,Central Bank
2024-03-03,Berbera,603.63,0.525,official,Central Bank
2024-03-04,Berbera,600.99,-0.238,official,Central Bank
2024-03-05,Berbera,600.59,0.035,official,Central Bank
2024-03-06,Berbera,605.79,0.912,official,Central Bank
2024-03-07,Berbera,607.7,0.011,official,Central Bank
2024-03-08,Berbera,609.48,0.18,official,Central Bank
2024-03-09,Berbera,606.7,-0.484,official,Central Bank
2024-03-10,Berbera,608.3,0.394,official,Central Bank
2024-03-11,Berbera,609.35,0.151,official,Central Bank
2024-03-12,Berbera,609.11,0.049,official,Central Bank
2024-03-13,Berbera,607.8,-0.216,official,Central Bank
2024-03-14,Berbera,605.24,-0.25,official,Central Bank
2024-03-15,Berbera,606.12,0.012,official,Central Bank
2024-03-16,Berbera,608.18,0.31,official,Central Bank
2024-03-17,Berbera,608.76,0.062,official,Central Bank
2024-03-18,Berbera,608.98,0.193,official,Central Bank
2024-03-19,Berbera,606.24,-0.213,official,Central Bank
2024-03-20,Berbera,605.31,0.1,official,Central Bank
2024-03-21,Berbera,606.56,0.182,official,Central Bank
2024-03-22,Berbera,603.93,-0.475,official,Central Bank
2024-03-23,Berbera,606.11,0.288,official,Central Bank
2024-03-24,Berbera,609.42,0.201,official,Central Bank
2024-03-25,Berbera,608.65,-0.043,official,Central Bank
2024-03-26,Berbera,611.67,0.185,official,Central Bank
2024-03-27,Berbera,607.93,-0.581,official,Central Bank
2024-03-28,Berbera,606.49,0.044,official,Central Bank
2024-03-29,Berbera,605.61,-0.04,official,Central Bank
2024-03-30,Berbera,605.08,0.149,official,Central Bank
2024-03-31,Berbera,606.49,0.264,official,Central Bank
2024-04-01,Berbera,603.38,-0.528,official,Central Bank
2024-04-02,Berbera,603.41,-0.164,official,Central Bank
2024-04-03,Berbera,599.43,-0.477,official,Central Bank
2024-04-04,Berbera,602.16,0.336,official,Central Bank
2024-04-05,Berbera,603.68,0.191,official,Central Bank
2024-04-06,Berbera,607.04,0.231,official,Central Bank
2024-04-07,Berbera,607.15,-0.098,official,Central Bank
2024-04-08,Berbera,604.1,-0.473,official,Central Bank
2024-04-09,Berbera,605.27,0.077,official,Central Bank
2024-04-10,Berbera,604.55,-0.133,official,Central Bank
2024-04-11,Berbera,609.49,0.793,official,Central Bank
2024-04-12,Berbera,610.59,-0.141,official,Central Bank
2024-04-13,Berbera,609.69,-0.169,official,Central Bank
2024-04-14,Berbera,605.03,-0.776,official,Central Bank
2024-04-15,Berbera,606.11,0.022,official,Central Bank
2024-04-16,Berbera,606.45,-0.053,official,Central Bank
2024-04-17,Berbera,605.55,-0.016,official,Central Bank
2024-04-18,Berbera,609.97,0.63,official,Central Bank
2024-04-19,Berbera,608.75,-0.037,official,Central Bank
2024-04-20,Berbera,610.23,0.288,official,Central Bank
2024-04-21,Berbera,614.5,0.463,official,Central Bank
2024-04-22,Berbera,620.55,0.643,official,Central Bank
2024-04-23,Berbera,621.23,0.018,official,Central Bank
2024-04-24,Berbera,620.13,-0.304,official,Central Bank
2024-04-25,Berbera,619.87,-0.29,official,Central Bank
2024-04-26,Berbera,617.82,-0.298,official,Central Bank
